pitches,player_id,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,player
1684,677944,1684,100,0.285,0.224,0.312,0.509,0.353,0.333,0.263,117,411,88.9,16.4,2319.0,88.7,89.14,158,820,863,Slade Cecconi
1683,457567,1683,100,0.261,0.116,0.318,0.376,0.329,,,97,372,,,,89.4,,173,744,920,Carlos Fisher
1680,493159,1680,100,0.251,0.181,0.295,0.433,0.324,0.322,0.262,97,386,89.7,13.9,1946.0,85.9,85.07,160,804,868,Tsuyoshi Wada
1679,686563,1679,100,0.274,0.185,0.299,0.459,0.342,0.334,0.269,108,394,89.3,14.0,2177.0,88.9,88.71,166,797,882,Jonathan Cannon
1675,519259,1675,100,0.251,0.151,0.308,0.402,0.34,,,90,358,,,,86.0,,152,662,978,Daniel Schlereth
1674,467850,1674,100,0.249,0.203,0.266,0.452,0.325,,,96,385,,,,91.1,,161,807,838,Edgmer Escalona
1666,594943,1666,100,0.275,0.235,0.274,0.51,0.345,0.341,0.281,123,447,87.1,9.6,2132.0,87.1,87.18,176,882,784,Zach Neal
1661,115216,1661,100,0.254,0.174,0.268,0.429,0.327,,,89,350,,,,84.6,,121,791,858,Eddie Guardado
1658,346799,1658,100,0.271,0.16,0.313,0.431,0.35,,,100,369,,,,89.8,,155,742,891,Juan Rincon
1650,621114,1650,100,0.238,0.185,0.278,0.423,0.325,0.331,0.247,86,362,90.9,9.7,2214.0,90.1,91.21,190,755,895,Ryan Burr
1645,622786,1645,100,0.217,0.211,0.229,0.428,0.324,0.346,0.245,77,355,87.8,11.7,2323.0,91.2,90.68,187,748,897,Jesus Tinoco
1639,429984,1639,100,0.282,0.249,0.315,0.531,0.391,,,95,337,,,,89.8,,164,693,920,Scott Proctor
1632,605476,1632,100,0.202,0.074,0.298,0.277,0.253,0.252,0.192,76,376,87.3,0.4,2383.0,89.2,87.92,195,662,951,Carson Smith
1632,664294,1632,100,0.202,0.196,0.248,0.398,0.296,0.286,0.2,73,362,87.7,17.8,2078.0,89.3,89.18,225,733,899,Dauri Moreta
1630,451491,1630,100,0.254,0.138,0.306,0.392,0.325,,,90,355,,,,96.3,,179,784,823,Joel Zumaya
1629,150382,1629,100,0.284,0.158,0.322,0.442,0.339,,,113,398,,,,85.3,,166,743,863,Matt Herges
1619,545332,1619,100,0.241,0.197,0.275,0.438,0.324,0.339,0.25,88,365,89.9,12.0,2127.0,92.1,91.42,208,756,849,Jake Barrett
1615,607473,1615,100,0.253,0.184,0.268,0.437,0.318,0.332,0.261,102,403,88.6,8.8,2358.0,88.2,87.74,199,850,764,Chasen Bradford
1608,592238,1608,100,0.277,0.082,0.324,0.359,0.304,0.489,0.375,111,401,93.7,24.7,2310.0,90.4,86.67,112,747,851,Brandon Cumpton
1606,663436,1606,100,0.255,0.152,0.295,0.407,0.319,0.329,0.26,94,369,88.4,15.3,2478.0,88.3,88.58,200,806,800,Davis Martin
1603,686730,1603,100,0.29,0.218,0.331,0.508,0.364,0.325,0.255,109,376,88.0,17.0,2307.0,88.3,89.0,165,779,824,Carson Spiers
1603,407298,1603,100,0.293,0.204,0.309,0.497,0.375,,,102,348,,,,85.5,,126,656,929,Jason Jennings
1599,621397,1599,100,0.261,0.157,0.328,0.418,0.323,0.282,0.219,95,364,86.2,12.4,2369.0,81.8,80.03,192,725,846,Tyler Olson
1597,641743,1597,100,0.269,0.2,0.326,0.469,0.359,0.355,0.269,90,335,87.9,11.5,2344.0,89.6,88.79,191,769,828,Anthony Kay
1597,400076,1597,100,0.324,0.157,0.334,0.48,0.373,,,132,408,,,,89.1,,78,714,874,Shane Loux
1597,642028,1597,100,0.275,0.231,0.26,0.505,0.363,0.376,0.281,106,386,89.2,19.4,2060.0,85.9,85.43,114,762,835,Josh Rogers
1596,622259,1596,100,0.208,0.15,0.291,0.358,0.302,0.307,0.204,68,327,89.8,13.8,2140.0,91.6,92.22,268,759,837,Trey Wingenter
1593,462945,1593,100,0.235,0.093,0.281,0.329,0.291,0.278,0.208,83,353,83.5,4.7,1773.0,86.0,86.07,168,700,893,Cesar Jimenez
1588,682990,1588,100,0.286,0.214,0.3,0.5,0.366,0.355,0.288,110,384,89.6,5.4,2247.0,89.2,89.64,171,748,840,Quinn Priester
1586,430588,1586,100,0.263,0.196,0.29,0.459,0.353,,,90,342,,,,89.5,,124,710,864,Fernando Nieve
1584,663558,1584,100,0.208,0.082,0.304,0.29,0.277,0.271,0.193,69,331,84.6,10.5,2028.0,87.9,88.54,269,710,874,Jovani Moran
1583,282567,1583,100,0.24,0.12,0.269,0.359,0.302,,,86,359,,,,88.1,,127,686,891,Claudio Vargas
1579,664045,1579,100,0.291,0.256,0.276,0.547,0.37,0.374,0.297,115,395,89.0,17.3,1766.0,81.9,81.99,112,724,855,Thomas Eshelman
1576,469735,1576,100,0.233,0.173,0.278,0.406,0.329,,,78,335,,,,84.7,,199,726,835,Edwar Ramirez
1574,656458,1574,100,0.239,0.112,0.305,0.351,0.314,0.303,0.219,77,322,85.9,13.2,2383.0,90.0,90.17,199,692,882,Lucas Gilbreath
1574,664042,1574,100,0.253,0.158,0.294,0.411,0.331,0.352,0.264,85,336,89.4,11.5,2379.0,89.6,88.93,169,711,863,Travis Lakins Sr.
1569,664776,1569,100,0.186,0.141,0.264,0.327,0.292,0.303,0.2,57,306,85.4,10.6,2472.0,87.4,88.19,251,677,892,Jake Cousins
1556,681217,1556,100,0.24,0.22,0.274,0.46,0.342,0.345,0.262,82,341,89.7,8.6,2226.0,89.6,88.83,188,688,868,Chase Silseth
1555,502166,1555,100,0.299,0.224,0.338,0.523,0.395,0.396,0.337,96,321,92.6,25.2,1887.0,82.0,80.94,139,636,911,Brad Mills
1554,663574,1554,100,0.225,0.156,0.298,0.381,0.314,0.303,0.217,72,320,88.1,16.7,2227.0,91.0,90.4,207,678,876,Tony Santillan
1552,452240,1552,100,0.267,0.079,0.324,0.345,0.323,,,88,330,,,,91.7,,131,684,862,Adam Russell
1552,519168,1552,100,0.274,0.254,0.254,0.528,0.376,0.356,0.254,93,339,88.3,16.3,2174.0,87.7,86.59,95,702,850,Anthony Ranaudo
1552,449777,1552,100,0.216,0.134,0.271,0.351,0.314,,,66,305,,,,81.5,,168,641,882,Mitch Stetter
1552,621261,1552,100,0.276,0.22,0.296,0.496,0.354,0.347,0.27,104,377,89.1,15.5,1968.0,88.2,89.06,150,754,797,Corey Oswalt
1550,450545,1550,100,0.306,0.179,0.319,0.486,0.375,,,106,346,,,,87.7,,87,637,910,Doug Mathis
1549,642130,1549,100,0.223,0.134,0.256,0.356,0.297,0.294,0.214,75,337,84.3,12.6,2302.0,90.7,91.39,159,690,859,Blake Taylor
1548,683003,1548,100,0.226,0.197,0.271,0.423,0.308,0.31,0.235,85,376,89.6,13.5,2501.0,92.4,93.38,253,812,736,Jared Jones
1547,458250,1547,100,0.283,0.143,0.317,0.427,0.351,,,91,321,,,,86.1,,134,659,882,Dusty Hughes
1545,150011,1545,100,0.278,0.168,0.296,0.446,0.352,,,103,370,,,,86.8,,131,717,796,Scott Schoeneweis
1536,444553,1536,100,0.244,0.207,0.263,0.451,0.33,,,85,348,,,,88.0,,159,711,813,Aneury Rodriguez
1534,691587,1534,100,0.214,0.211,0.264,0.424,0.303,0.294,0.208,72,337,88.8,22.5,2442.0,91.1,91.89,258,765,769,Eury Pérez
1531,642083,1531,100,0.263,0.165,0.283,0.428,0.325,0.343,0.272,97,369,87.1,8.4,1969.0,88.9,90.05,161,772,755,Aaron Slegers
1526,449060,1526,100,0.222,0.114,0.266,0.335,0.299,,,74,334,,,,82.1,,136,610,898,Clay Rapada
1525,667498,1525,100,0.303,0.255,0.326,0.558,0.391,0.369,0.284,107,353,90.7,18.2,2161.0,84.1,83.61,158,706,819,Robert Dugger
1523,518566,1523,100,0.255,0.112,0.333,0.368,0.306,0.302,0.252,84,329,87.1,7.1,2220.0,89.3,89.97,208,708,815,Taylor Cole
1522,518961,1522,100,0.295,0.176,0.338,0.472,0.356,,,104,352,,,,88.6,,158,716,794,Josh Lueke
1522,665665,1522,100,0.289,0.161,0.34,0.45,0.354,0.3,0.231,95,329,86.0,3.5,2199.0,86.3,86.26,176,690,832,Reiver Sanmartin
1519,621056,1519,100,0.253,0.149,0.299,0.402,0.306,0.296,0.237,90,356,86.9,16.2,2401.0,89.2,88.42,211,733,786,Hunter Wood
1518,452741,1518,100,0.228,0.141,0.269,0.369,0.304,,,73,320,,,,88.3,,158,672,837,Michael Stutes
1518,592233,1518,100,0.285,0.14,0.342,0.425,0.333,0.342,0.277,104,365,89.9,12.5,2184.0,87.9,87.21,131,671,846,Stefan Crichton
1514,543391,1514,100,0.318,0.176,0.351,0.495,0.366,0.36,0.296,121,380,89.8,11.7,2103.0,88.0,86.36,147,732,767,Casey Kelly
1510,663804,1510,100,0.33,0.229,0.389,0.559,0.419,0.368,0.28,104,315,89.6,12.7,2263.0,90.5,90.35,168,663,847,Jackson Kowar
1510,669270,1510,100,0.278,0.173,0.313,0.451,0.336,0.311,0.247,103,370,89.1,7.4,2162.0,92.2,93.35,182,750,760,Joel Kuhnel
1509,657649,1509,100,0.242,0.112,0.288,0.354,0.297,0.314,0.245,86,356,87.9,10.9,2239.0,88.7,88.72,138,699,810,Jared Koenig
1509,650530,1509,100,0.26,0.17,0.286,0.43,0.346,0.373,0.275,89,342,89.3,14.6,2140.0,90.6,89.95,163,705,804,Bryan Garcia
1508,608335,1508,100,0.248,0.13,0.295,0.379,0.323,0.33,0.253,80,322,87.5,7.0,2168.0,92.3,92.98,171,666,842,Kyle Funkhouser
1504,519263,1504,100,0.25,0.129,0.296,0.379,0.299,0.324,0.26,89,356,89.6,9.6,2068.0,87.9,86.37,143,705,793,A.J. Schugel
1504,676714,1504,100,0.242,0.235,0.282,0.477,0.346,0.348,0.247,79,327,87.7,18.3,2346.0,88.2,88.2,231,707,797,Brandon Hughes
1500,150009,1500,100,0.286,0.224,0.289,0.51,0.368,,,98,343,,,,86.4,,149,700,780,Ramon Ortiz
1497,596720,1497,100,0.287,0.256,0.319,0.543,0.381,0.373,0.278,93,324,90.3,11.6,2427.0,91.7,92.05,173,675,822,Dovydas Neverauskas
1494,663992,1494,100,0.259,0.167,0.304,0.427,0.323,0.304,0.23,90,347,88.3,9.2,2357.0,89.6,91.13,162,699,795,Richard Lovelady
1494,457461,1494,100,0.26,0.12,0.272,0.38,0.303,,,95,366,,,,91.3,,107,712,765,Sean White
1493,474039,1493,100,0.241,0.134,0.27,0.375,0.307,0.036,0.04,85,352,72.8,-35.0,1944.0,88.9,85.7,132,683,797,Pedro Beato
1492,571893,1492,100,0.225,0.123,0.294,0.349,0.281,0.271,0.214,73,324,88.3,11.2,2046.0,90.2,88.63,164,672,788,Adam Liberatore
1489,467856,1489,100,0.28,0.17,0.29,0.45,0.348,,,99,353,,,,86.1,,106,668,810,Carlos Monasterios
1485,682610,1485,100,0.272,0.303,0.267,0.575,0.393,0.396,0.284,89,327,90.8,15.9,2235.0,91.6,91.11,160,679,806,Roddery Muñoz
1480,519294,1480,100,0.286,0.22,0.361,0.506,0.369,0.328,0.243,91,318,88.0,14.6,2121.0,89.4,87.96,190,680,796,Josh Smoker
1480,543155,1480,100,0.289,0.146,0.33,0.434,0.351,,,101,350,,,,85.6,,123,661,813,Stephen Fife
1480,124805,1480,100,0.236,0.156,0.281,0.392,0.327,,,68,288,,,,87.4,,136,629,831,B.J. Ryan
1478,449820,1478,100,0.272,0.157,0.3,0.43,0.33,,,97,356,,,,86.5,,140,690,771,Leo Rosales
1477,596064,1477,100,0.262,0.182,0.299,0.444,0.347,0.344,0.238,85,324,88.2,20.2,2035.0,84.0,84.03,180,671,802,Henry Owens
1477,430587,1477,100,0.205,0.144,0.235,0.349,0.272,,,77,375,,,,87.2,,165,685,778,Taylor Buchholz
1477,664129,1477,100,0.296,0.194,0.352,0.49,0.381,0.358,0.265,93,314,89.1,8.5,2395.0,91.4,91.72,157,686,791,Geoff Hartlieb
1473,643354,1473,100,0.275,0.11,0.306,0.384,0.319,0.31,0.249,95,346,86.1,7.7,2124.0,82.7,82.13,152,658,811,Donnie Hart
1472,676840,1472,100,0.302,0.18,0.321,0.482,0.354,0.315,0.267,119,394,89.5,2.4,2176.0,91.3,89.71,126,693,778,Matt Peacock
1471,676775,1471,100,0.252,0.208,0.283,0.46,0.332,0.344,0.262,92,365,91.8,5.8,1942.0,91.6,91.48,212,773,698,Keaton Winn
1469,656457,1469,100,0.242,0.187,0.258,0.429,0.314,0.352,0.273,84,347,88.3,16.2,2142.0,86.7,86.23,143,738,731,Tyler Gilbert
1467,435039,1467,100,0.262,0.151,0.28,0.413,0.334,,,87,332,,,,86.3,,115,663,800,Anthony Reyes
1466,476011,1466,100,0.315,0.253,0.324,0.568,0.389,,,116,368,,,,83.6,,124,703,754,Matt Maloney
1463,695243,1463,100,0.175,0.096,0.267,0.271,0.241,0.234,0.16,53,303,86.9,21.2,2377.0,95.2,95.76,253,722,741,Mason Miller
1461,451773,1461,100,0.241,0.086,0.297,0.327,0.287,,,76,315,,,,92.1,,172,664,784,Dane De La Rosa
1460,445153,1460,100,0.244,0.14,0.304,0.384,0.314,,,82,336,,,,87.1,,194,667,772,Darin Downs
1459,676092,1459,100,0.271,0.145,0.32,0.416,0.334,0.338,0.273,90,332,86.6,9.4,2588.0,90.2,90.0,163,667,792,Collin Snider
1458,641703,1458,100,0.263,0.18,0.286,0.443,0.346,0.365,0.283,83,316,90.3,10.8,2121.0,89.1,89.15,143,671,785,Brent Honeywell
1457,518863,1457,100,0.296,0.105,0.331,0.401,0.328,0.382,0.325,113,382,90.7,8.2,1851.0,88.4,89.28,149,707,747,Taylor Jordan
1456,594311,1456,100,0.228,0.111,0.259,0.339,0.285,0.316,0.251,76,333,89.7,11.8,2370.0,93.1,92.4,131,695,761,Jandel Gustave
1456,676051,1456,100,0.232,0.129,0.278,0.361,0.287,0.302,0.246,79,341,86.6,10.5,2285.0,92.7,94.23,216,737,719,Codi Heuer
1453,641447,1453,100,0.283,0.196,0.297,0.479,0.354,0.353,0.287,101,357,86.6,10.2,2226.0,85.3,85.09,130,721,732,Daniel Castano
1452,429981,1452,100,0.263,0.085,0.291,0.348,0.321,,,90,342,,,,90.4,,86,624,815,Roy Corcoran
1451,579799,1451,100,0.278,0.151,0.347,0.43,0.362,,,81,291,,,,89.8,,154,637,802,Ryota Igarashi
1451,457447,1451,100,0.282,0.188,0.29,0.469,0.351,,,96,341,,,,85.5,,90,636,802,Luis Atilano
1450,657265,1450,100,0.232,0.119,0.296,0.35,0.294,0.309,0.238,72,311,87.8,14.3,2448.0,88.0,88.36,181,665,785,Peter Strzelecki
1449,669358,1449,100,0.235,0.163,0.278,0.398,0.307,0.316,0.241,82,349,90.8,15.4,2407.0,91.0,91.26,191,708,741,Shane Baz
1448,113833,1448,100,0.264,0.17,0.302,0.435,0.339,,,87,329,,,,89.9,,150,695,728,Alan Embree
1448,680885,1448,100,0.228,0.16,0.294,0.387,0.287,0.275,0.224,80,351,87.1,10.4,2202.0,89.7,90.82,225,769,679,Spencer Schwellenbach
1447,669947,1447,100,0.292,0.166,0.313,0.458,0.349,0.339,0.273,100,343,89.1,13.9,2157.0,86.7,87.94,136,654,793,Jesse Scholtens
1447,467099,1447,100,0.216,0.128,0.249,0.344,0.306,,,61,282,,,,90.6,,165,630,805,Jordan Norberto
1445,554432,1445,100,0.256,0.156,0.271,0.413,0.313,0.315,0.2,100,390,89.5,26.6,2058.0,88.9,87.88,111,702,729,Chad Jenkins
1444,407884,1444,100,0.262,0.143,0.312,0.405,0.338,,,86,328,,,,94.2,,180,699,725,Tyler Yates
1434,462515,1434,100,0.237,0.163,0.273,0.401,0.303,0.288,0.229,80,337,86.6,14.7,1849.0,86.7,85.52,154,653,774,Miguel Socolovich
1432,666204,1432,100,0.185,0.152,0.208,0.338,0.284,0.305,0.198,56,302,88.0,20.5,2267.0,86.2,85.26,178,578,853,Dany Jiménez
1431,407901,1431,100,0.297,0.196,0.312,0.492,0.368,,,97,327,,,,88.7,,124,639,754,Jorge Sosa
1429,466412,1429,100,0.244,0.201,0.27,0.445,0.343,,,73,299,,,,90.7,,146,634,780,Luis Perdomo
1428,111492,1428,100,0.256,0.159,0.293,0.415,0.323,,,84,328,,,,89.1,,119,652,760,Doug Brocail
1425,450527,1425,100,0.245,0.205,0.294,0.45,0.362,,,68,278,,,,88.1,,138,580,828,Alex Hinshaw
1421,669711,1421,100,0.266,0.142,0.32,0.408,0.32,0.298,0.237,84,316,88.2,12.4,2378.0,88.7,88.16,142,659,762,Greg Weissert
1419,491688,1419,100,0.324,0.109,0.362,0.434,0.369,,,110,339,,,,87.9,,90,645,767,Enerio Del Rosario
1417,462480,1417,100,0.296,0.178,0.335,0.475,0.373,0.31,0.238,93,314,88.3,7.8,2175.0,91.8,88.55,160,645,771,Rhiner Cruz
1409,457566,1409,100,0.289,0.149,0.34,0.438,0.35,,,91,315,,,,87.0,,131,608,773,Greg Burke
1405,469690,1405,100,0.307,0.212,0.338,0.519,0.393,,,106,345,,,,89.7,,143,616,770,Victor Marte
1405,623437,1405,100,0.262,0.108,0.318,0.37,0.293,0.277,0.237,90,343,87.5,1.3,2269.0,90.8,90.33,124,658,747,Justin Topa
1404,660261,1404,100,0.242,0.162,0.3,0.404,0.332,0.335,0.24,73,302,90.4,13.9,1865.0,94.6,95.53,192,638,766,Shintaro Fujinami
1404,276336,1404,100,0.27,0.221,0.279,0.491,0.363,,,88,326,,,,85.9,,111,576,807,Shawn Chacon
1396,502130,1396,100,0.255,0.103,0.343,0.358,0.323,0.41,0.274,72,282,84.4,11.5,2200.0,92.6,92.39,128,573,803,Dan Runzler
1395,667297,1395,100,0.239,0.169,0.304,0.408,0.322,0.32,0.244,78,326,87.2,6.5,2565.0,90.1,89.88,161,609,786,Tommy Nance
1394,500903,1394,100,0.246,0.136,0.323,0.382,0.322,,,67,272,,,,94.7,,165,641,733,Brayan Villarreal
1391,489002,1391,100,0.208,0.165,0.257,0.373,0.308,0.335,0.216,58,279,89.2,22.0,2179.0,84.9,85.78,147,588,795,Steve Johnson
1388,572089,1388,100,0.199,0.094,0.26,0.293,0.254,0.261,0.235,59,297,82.5,8.4,1908.0,85.0,83.96,205,660,703,Paco Rodríguez
1383,682120,1383,100,0.207,0.095,0.272,0.302,0.275,0.312,0.233,61,295,85.6,7.7,2346.0,89.4,89.95,180,649,734,Tim Herrin
1378,457422,1378,100,0.286,0.151,0.326,0.437,0.338,,,95,332,,,,84.3,,139,613,745,Tim Dillard
1376,686826,1376,100,0.22,0.127,0.234,0.347,0.296,0.354,0.273,66,300,90.2,11.4,2241.0,90.8,90.2,135,646,730,Bryce Jarvis
1375,489295,1375,100,0.306,0.116,0.343,0.422,0.347,0.309,0.249,100,327,88.1,2.1,2116.0,92.0,91.41,90,622,739,Brian Schlitter
1371,607391,1371,100,0.29,0.161,0.339,0.452,0.356,0.368,0.29,90,310,87.2,15.7,2101.0,87.0,87.85,172,663,707,Chris Mazza
1364,680767,1364,100,0.277,0.107,0.347,0.384,0.326,0.329,0.256,80,289,90.6,5.2,2183.0,94.0,95.19,129,612,752,Victor Vodnik
1360,407783,1360,100,0.24,0.125,0.273,0.365,0.306,,,75,312,,,,87.7,,114,634,702,Geoff Geary
1359,676395,1359,100,0.241,0.096,0.329,0.338,0.282,0.268,0.219,75,311,84.6,11.7,2089.0,90.6,91.27,187,683,676,Robert Garcia
1359,663941,1359,100,0.248,0.14,0.285,0.388,0.297,0.295,0.241,85,343,87.7,15.1,2340.0,88.3,89.15,156,668,691,Tristan Beck
1356,656578,1356,100,0.229,0.177,0.263,0.406,0.308,0.337,0.256,71,310,89.5,15.1,2076.0,89.7,90.21,169,665,691,Andre Jackson
1354,642758,1354,100,0.231,0.2,0.254,0.431,0.304,0.31,0.252,75,325,85.9,13.8,2055.0,89.2,88.35,215,736,618,Domingo Acevedo
1351,572703,1351,100,0.219,0.182,0.236,0.401,0.3,0.342,0.259,65,297,88.0,18.6,2740.0,89.2,88.79,166,622,729,Luke Bard
1343,346801,1343,100,0.305,0.127,0.321,0.432,0.351,,,94,308,,,,89.1,,87,592,738,Brad Thomas
1342,429723,1342,100,0.286,0.132,0.333,0.418,0.351,,,80,280,,,,93.5,,110,574,755,Merkin Valdez
1337,572125,1337,100,0.208,0.167,0.237,0.375,0.304,0.309,0.218,55,264,85.3,21.6,2401.0,85.0,85.43,147,593,744,Sam Selman
1336,668338,1336,100,0.22,0.148,0.246,0.368,0.293,0.329,0.253,67,304,87.2,17.2,2301.0,86.3,87.68,165,664,672,Tyson Miller
1334,665621,1334,100,0.232,0.235,0.239,0.467,0.329,0.388,0.287,66,285,90.9,17.8,2244.0,89.0,88.64,125,601,733,Rony García
1328,682051,1328,100,0.247,0.178,0.263,0.425,0.342,0.364,0.262,72,292,88.8,17.6,2195.0,87.9,88.17,117,590,738,Garrett Hill
1324,547001,1324,100,0.215,0.191,0.234,0.406,0.308,0.341,0.257,63,293,91.0,13.0,2400.0,89.0,88.16,150,625,699,Cody Poteet
1323,460092,1323,100,0.298,0.106,0.372,0.404,0.341,,,87,292,,,,89.7,,154,639,664,Chris Leroux
1323,669438,1323,100,0.284,0.243,0.301,0.527,0.364,0.377,0.301,90,317,90.2,15.2,2141.0,86.6,86.39,168,681,642,Mason Englert
1321,642092,1321,100,0.294,0.19,0.321,0.484,0.349,0.33,0.272,101,343,88.2,9.2,2195.0,89.0,89.0,83,608,712,Riley Smith
1319,664350,1319,100,0.275,0.098,0.318,0.373,0.32,0.322,0.255,87,316,88.8,7.9,2090.0,90.7,90.3,132,655,664,Sixto Sánchez
1313,123415,1313,100,0.26,0.092,0.292,0.352,0.306,,,79,304,,,,90.1,,103,573,717,Salomon Torres
1310,518445,1310,100,0.325,0.202,0.38,0.527,0.391,0.377,0.296,95,292,89.2,8.6,2068.0,89.1,89.19,129,604,706,Chad Bell
1307,113296,1307,100,0.246,0.17,0.243,0.416,0.315,,,75,305,,,,86.5,,61,575,707,Elmer Dessens
1306,666277,1306,100,0.237,0.178,0.279,0.415,0.324,0.345,0.265,68,287,89.6,13.2,2319.0,89.1,89.31,163,584,722,George Soriano
1291,464416,1291,100,0.282,0.155,0.32,0.437,0.329,0.327,0.27,89,316,90.4,16.7,2361.0,85.5,86.01,99,629,662,Yohan Pino
1289,594760,1289,100,0.304,0.252,0.313,0.556,0.393,0.364,0.274,87,286,89.0,13.0,2003.0,87.2,87.62,139,599,674,Aaron Blair
1284,665620,1284,100,0.245,0.188,0.273,0.433,0.327,0.344,0.253,69,282,89.6,21.0,2298.0,87.6,87.78,152,602,682,Deivi García
1284,669387,1284,100,0.226,0.099,0.275,0.325,0.282,0.306,0.243,62,274,88.9,12.2,2352.0,91.7,92.17,141,599,685,Carmen Mlodzinski
1282,677161,1282,100,0.205,0.18,0.234,0.385,0.299,0.312,0.219,58,283,87.1,11.9,2367.0,88.7,89.53,153,589,691,Zack Kelly
1281,593619,1281,100,0.245,0.128,0.291,0.374,0.318,0.308,0.237,67,273,89.2,10.5,2176.0,95.0,94.32,124,564,717,Domingo Tapia
1280,669912,1280,100,0.297,0.147,0.347,0.443,0.355,0.339,0.275,89,300,87.4,9.6,2506.0,88.6,88.25,121,559,721,Kirby Snead
1280,607968,1280,100,0.308,0.168,0.339,0.476,0.374,0.351,0.274,90,292,86.4,9.7,1953.0,88.8,89.41,132,587,692,Drew Rucinski
1278,623470,1278,100,0.27,0.236,0.303,0.506,0.366,0.364,0.262,72,267,90.1,16.1,2415.0,88.7,87.94,165,553,725,Jake Newberry
1276,641490,1276,100,0.274,0.115,0.35,0.389,0.316,0.326,0.272,79,288,89.3,7.5,1889.0,86.0,86.75,108,584,678,Kyle Crockett
1275,425658,1275,100,0.277,0.174,0.308,0.452,0.327,,,86,310,,,,86.5,,134,614,649,Aquilino Lopez
1272,600986,1272,100,0.263,0.187,0.302,0.45,0.355,0.365,0.262,69,262,89.3,14.0,2238.0,94.0,94.72,142,564,708,Thyago Vieira
1271,425561,1271,100,0.263,0.19,0.265,0.453,0.348,,,79,300,,,,84.8,,77,528,743,Chris Waters
1269,502578,1269,100,0.245,0.085,0.338,0.33,0.297,0.311,0.237,69,282,88.1,12.7,2044.0,90.9,89.46,162,559,700,Aaron Barrett
1267,669084,1267,100,0.264,0.119,0.35,0.383,0.319,0.297,0.23,71,269,84.7,13.3,2254.0,89.5,90.24,162,587,680,DL Hall
1266,641394,1266,100,0.22,0.153,0.291,0.373,0.323,0.339,0.233,56,255,88.0,7.2,2176.0,92.8,93.2,161,534,732,Jake Brentz
1265,682171,1265,100,0.185,0.127,0.231,0.312,0.25,0.262,0.203,57,308,84.7,17.8,2444.0,83.9,83.81,163,634,631,Penn Murfee
1264,453264,1264,100,0.24,0.156,0.301,0.397,0.341,0.443,0.299,63,262,92.3,14.3,2163.0,87.2,90.11,128,488,768,Donnie Veal
1263,542866,1263,100,0.294,0.229,0.328,0.523,0.374,0.356,0.268,91,310,91.0,11.8,2252.0,93.7,93.8,152,624,635,Austin Adams
1261,622505,1261,100,0.267,0.195,0.276,0.463,0.335,0.348,0.275,82,307,88.6,7.0,2018.0,92.1,91.0,139,657,604,Victor Alcántara
1259,476594,1259,100,0.273,0.11,0.353,0.383,0.334,0.307,0.228,77,282,88.1,10.1,2302.0,91.5,91.3,139,518,741,Robert Stock
1259,622088,1259,100,0.162,0.12,0.222,0.282,0.252,0.278,0.183,42,259,87.0,11.2,2737.0,87.2,87.4,170,514,744,Tejay Antone
1259,667427,1259,100,0.197,0.064,0.31,0.262,0.273,0.294,0.195,46,233,86.6,22.4,2259.0,90.0,88.24,164,518,741,Zach Jackson
1258,456662,1258,100,0.267,0.137,0.332,0.404,0.33,,,74,277,,,,86.7,,140,596,650,Jeremy Horst
1255,650496,1255,100,0.3,0.228,0.34,0.528,0.39,0.38,0.299,80,267,90.8,6.0,2224.0,89.4,89.27,127,568,687,J.C. Mejía
1254,666619,1254,100,0.264,0.089,0.335,0.354,0.302,0.29,0.25,83,314,88.9,2.5,2454.0,94.6,95.21,175,610,644,Gregory Santos
1250,679885,1250,100,0.23,0.088,0.33,0.318,0.293,0.294,0.225,63,274,85.7,1.3,1885.0,95.5,95.81,197,567,683,Justin Martinez
1249,640464,1249,100,0.273,0.143,0.3,0.416,0.337,0.351,0.28,80,293,89.6,6.0,2181.0,89.0,89.13,103,538,710,Kohl Stewart
1248,542609,1248,100,0.255,0.145,0.343,0.4,0.324,0.335,0.256,65,255,89.3,15.4,2361.0,92.6,92.48,174,562,666,Enrique Burgos
1248,456496,1248,100,0.247,0.195,0.306,0.442,0.333,0.283,0.189,66,267,86.4,17.6,2210.0,90.4,89.25,141,577,661,Marcos Mateo
1248,687792,1248,100,0.232,0.154,0.303,0.386,0.303,0.288,0.216,63,272,88.8,17.4,2282.0,89.3,90.02,183,614,634,DJ Herz
1242,669093,1242,100,0.224,0.151,0.325,0.375,0.299,0.311,0.225,58,259,90.6,18.0,2132.0,93.0,93.71,227,650,592,Jeremiah Estrada
1240,502011,1240,100,0.276,0.159,0.321,0.434,0.329,0.381,0.296,80,290,93.9,15.7,2035.0,89.5,89.69,148,581,636,Preston Claiborne
1239,622864,1239,100,0.287,0.145,0.341,0.433,0.347,0.335,0.258,79,275,88.6,9.4,2087.0,92.9,91.82,145,585,653,Fernando Romero
1239,542924,1239,100,0.275,0.205,0.319,0.481,0.361,0.379,0.283,71,258,90.3,16.8,2356.0,86.1,85.37,123,556,677,Jeff Beliveau
