pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity
1720,516910,"Frías, Carlos",1720,100,0.28,0.114,0.313,0.393,0.318,0.332,0.28,123,440,88.0,6.7,2238.0,92.3
1718,657585,"Garrett, Reed",1718,100,0.279,0.164,0.353,0.444,0.357,0.328,0.238,102,365,88.9,12.4,2246.0,91.6
1715,656420,"Feyereisen, J.P.",1715,100,0.177,0.133,0.203,0.309,0.261,0.303,0.21,64,362,88.2,20.0,2352.0,89.6
1714,430665,"Medders, Brandon",1714,100,0.27,0.145,0.301,0.415,0.334,,,106,393,,,,83.5
1713,669395,"Coleman, Dylan",1713,100,0.207,0.121,0.262,0.328,0.301,0.309,0.214,70,338,86.0,14.7,2457.0,91.0
1711,606162,"Ramírez, Yefry",1711,100,0.268,0.191,0.316,0.459,0.358,0.322,0.232,94,351,87.5,16.1,2304.0,89.7
1710,543542,"Meyer, Alex",1710,100,0.218,0.164,0.277,0.382,0.319,0.33,0.231,77,353,87.5,11.7,2356.0,91.6
1708,573127,"Rosscup, Zac",1708,100,0.254,0.218,0.338,0.472,0.357,0.319,0.227,86,339,88.8,12.4,2155.0,89.7
1694,543819,"Stewart, Zach",1694,100,0.342,0.245,0.354,0.587,0.411,,,148,433,,,,87.9
1690,661255,"López, Yoan",1690,100,0.258,0.237,0.277,0.495,0.334,0.353,0.276,112,434,91.9,12.0,2257.0,91.3
1688,424925,"Condrey, Clay",1688,100,0.277,0.128,0.301,0.405,0.32,,,123,444,,,,88.0
1687,460366,"Thompson, Rich",1687,100,0.249,0.165,0.295,0.414,0.317,,,95,382,,,,87.5
1687,666168,"Thompson, Mason",1687,100,0.28,0.131,0.328,0.411,0.338,0.325,0.255,113,404,85.8,7.8,2246.0,92.1
1685,455092,"Elbert, Scott",1685,100,0.245,0.139,0.299,0.383,0.312,,,90,368,,,,90.5
1684,677944,"Cecconi, Slade",1684,100,0.285,0.224,0.312,0.509,0.353,0.333,0.263,117,411,88.9,16.4,2319.0,88.7
1683,457567,"Fisher, Carlos",1683,100,0.261,0.116,0.318,0.376,0.329,,,97,372,,,,89.4
1680,493159,"Wada, Tsuyoshi",1680,100,0.251,0.181,0.295,0.433,0.324,0.322,0.262,97,386,89.7,13.9,1946.0,85.9
1679,686563,"Cannon, Jonathan",1679,100,0.274,0.185,0.299,0.459,0.342,0.334,0.269,108,394,89.3,14.0,2177.0,88.9
1675,519259,"Schlereth, Daniel",1675,100,0.251,0.151,0.308,0.402,0.34,,,90,358,,,,86.0
1674,467850,"Escalona, Edgmer",1674,100,0.249,0.203,0.266,0.452,0.325,,,96,385,,,,91.1
1666,594943,"Neal, Zach",1666,100,0.275,0.235,0.274,0.51,0.345,0.341,0.281,123,447,87.1,9.6,2132.0,87.1
1661,115216,"Guardado, Eddie",1661,100,0.254,0.174,0.268,0.429,0.327,,,89,350,,,,84.6
1658,346799,"Rincon, Juan",1658,100,0.271,0.16,0.313,0.431,0.35,,,100,369,,,,89.8
1650,621114,"Burr, Ryan",1650,100,0.238,0.185,0.278,0.423,0.325,0.331,0.247,86,362,90.9,9.7,2214.0,90.1
1645,622786,"Tinoco, Jesus",1645,100,0.217,0.211,0.229,0.428,0.324,0.346,0.245,77,355,87.8,11.7,2323.0,91.2
1639,429984,"Proctor, Scott",1639,100,0.282,0.249,0.315,0.531,0.391,,,95,337,,,,89.8
1632,605476,"Smith, Carson",1632,100,0.202,0.074,0.298,0.277,0.253,0.252,0.192,76,376,87.3,0.4,2383.0,89.2
1632,664294,"Moreta, Dauri",1632,100,0.202,0.196,0.248,0.398,0.296,0.286,0.2,73,362,87.7,17.8,2078.0,89.3
1630,451491,"Zumaya, Joel",1630,100,0.254,0.138,0.306,0.392,0.325,,,90,355,,,,96.3
1629,150382,"Herges, Matt",1629,100,0.284,0.158,0.322,0.442,0.339,,,113,398,,,,85.3
1619,545332,"Barrett, Jake",1619,100,0.241,0.197,0.275,0.438,0.324,0.339,0.25,88,365,89.9,12.0,2127.0,92.1
1615,607473,"Bradford, Chasen",1615,100,0.253,0.184,0.268,0.437,0.318,0.332,0.261,102,403,88.6,8.8,2358.0,88.2
1608,592238,"Cumpton, Brandon",1608,100,0.277,0.082,0.324,0.359,0.304,0.489,0.375,111,401,93.7,24.7,2310.0,90.4
1606,663436,"Martin, Davis",1606,100,0.255,0.152,0.295,0.407,0.319,0.329,0.26,94,369,88.4,15.3,2478.0,88.3
1603,686730,"Spiers, Carson",1603,100,0.29,0.218,0.331,0.508,0.364,0.325,0.255,109,376,88.0,17.0,2307.0,88.3
1603,407298,"Jennings, Jason",1603,100,0.293,0.204,0.309,0.497,0.375,,,102,348,,,,85.5
1599,621397,"Olson, Tyler",1599,100,0.261,0.157,0.328,0.418,0.323,0.282,0.219,95,364,86.2,12.4,2369.0,81.8
1597,641743,"Kay, Anthony",1597,100,0.269,0.2,0.326,0.469,0.359,0.355,0.269,90,335,87.9,11.5,2344.0,89.6
1597,400076,"Loux, Shane",1597,100,0.324,0.157,0.334,0.48,0.373,,,132,408,,,,89.1
1597,642028,"Rogers, Josh",1597,100,0.275,0.231,0.26,0.505,0.363,0.376,0.281,106,386,89.2,19.4,2060.0,85.9
1596,622259,"Wingenter, Trey",1596,100,0.208,0.15,0.291,0.358,0.302,0.307,0.204,68,327,89.8,13.8,2140.0,91.6
1593,462945,"Jimenez, Cesar",1593,100,0.235,0.093,0.281,0.329,0.291,0.278,0.208,83,353,83.5,4.7,1773.0,86.0
1588,682990,"Priester, Quinn",1588,100,0.286,0.214,0.3,0.5,0.366,0.355,0.288,110,384,89.6,5.4,2247.0,89.2
1586,430588,"Nieve, Fernando",1586,100,0.263,0.196,0.29,0.459,0.353,,,90,342,,,,89.5
1584,663558,"Moran, Jovani",1584,100,0.208,0.082,0.304,0.29,0.277,0.271,0.193,69,331,84.6,10.5,2028.0,87.9
1583,282567,"Vargas, Claudio",1583,100,0.24,0.12,0.269,0.359,0.302,,,86,359,,,,88.1
1579,664045,"Eshelman, Thomas",1579,100,0.291,0.256,0.276,0.547,0.37,0.374,0.297,115,395,89.0,17.3,1766.0,81.9
1576,469735,"Ramirez, Edwar",1576,100,0.233,0.173,0.278,0.406,0.329,,,78,335,,,,84.7
1574,656458,"Gilbreath, Lucas",1574,100,0.239,0.112,0.305,0.351,0.314,0.303,0.219,77,322,85.9,13.2,2383.0,90.0
1574,664042,"Lakins Sr., Travis",1574,100,0.253,0.158,0.294,0.411,0.331,0.352,0.264,85,336,89.4,11.5,2379.0,89.6
1569,664776,"Cousins, Jake",1569,100,0.186,0.141,0.264,0.327,0.292,0.303,0.2,57,306,85.4,10.6,2472.0,87.4
1556,681217,"Silseth, Chase",1556,100,0.24,0.22,0.274,0.46,0.342,0.345,0.262,82,341,89.7,8.6,2226.0,89.6
1555,502166,"Mills, Brad",1555,100,0.299,0.224,0.338,0.523,0.395,0.396,0.337,96,321,92.6,25.2,1887.0,82.0
1554,663574,"Santillan, Tony",1554,100,0.225,0.156,0.298,0.381,0.314,0.303,0.217,72,320,88.1,16.7,2227.0,91.0
1552,452240,"Russell, Adam",1552,100,0.267,0.079,0.324,0.345,0.323,,,88,330,,,,91.7
1552,519168,"Ranaudo, Anthony",1552,100,0.274,0.254,0.254,0.528,0.376,0.356,0.254,93,339,88.3,16.3,2174.0,87.7
1552,449777,"Stetter, Mitch",1552,100,0.216,0.134,0.271,0.351,0.314,,,66,305,,,,81.5
1552,621261,"Oswalt, Corey",1552,100,0.276,0.22,0.296,0.496,0.354,0.347,0.27,104,377,89.1,15.5,1968.0,88.2
1550,450545,"Mathis, Doug",1550,100,0.306,0.179,0.319,0.486,0.375,,,106,346,,,,87.7
1549,642130,"Taylor, Blake",1549,100,0.223,0.134,0.256,0.356,0.297,0.294,0.214,75,337,84.3,12.6,2302.0,90.7
1548,683003,"Jones, Jared",1548,100,0.226,0.197,0.271,0.423,0.308,0.31,0.235,85,376,89.6,13.5,2501.0,92.4
1547,458250,"Hughes, Dusty",1547,100,0.283,0.143,0.317,0.427,0.351,,,91,321,,,,86.1
1545,150011,"Schoeneweis, Scott",1545,100,0.278,0.168,0.296,0.446,0.352,,,103,370,,,,86.8
1536,444553,"Rodriguez, Aneury",1536,100,0.244,0.207,0.263,0.451,0.33,,,85,348,,,,88.0
1534,691587,"Pérez, Eury",1534,100,0.214,0.211,0.264,0.424,0.303,0.294,0.208,72,337,88.8,22.5,2442.0,91.1
1531,642083,"Slegers, Aaron",1531,100,0.263,0.165,0.283,0.428,0.325,0.343,0.272,97,369,87.1,8.4,1969.0,88.9
1526,449060,"Rapada, Clay",1526,100,0.222,0.114,0.266,0.335,0.299,,,74,334,,,,82.1
1525,667498,"Dugger, Robert",1525,100,0.303,0.255,0.326,0.558,0.391,0.369,0.284,107,353,90.7,18.2,2161.0,84.1
1523,518566,"Cole, Taylor",1523,100,0.255,0.112,0.333,0.368,0.306,0.302,0.252,84,329,87.1,7.1,2220.0,89.3
1522,518961,"Lueke, Josh",1522,100,0.295,0.176,0.338,0.472,0.356,,,104,352,,,,88.6
1522,665665,"Sanmartin, Reiver",1522,100,0.289,0.161,0.34,0.45,0.354,0.3,0.231,95,329,86.0,3.5,2199.0,86.3
1519,621056,"Wood, Hunter",1519,100,0.253,0.149,0.299,0.402,0.306,0.296,0.237,90,356,86.9,16.2,2401.0,89.2
1518,452741,"Stutes, Michael",1518,100,0.228,0.141,0.269,0.369,0.304,,,73,320,,,,88.3
1518,592233,"Crichton, Stefan",1518,100,0.285,0.14,0.342,0.425,0.333,0.342,0.277,104,365,89.9,12.5,2184.0,87.9
1514,543391,"Kelly, Casey",1514,100,0.318,0.176,0.351,0.495,0.366,0.36,0.296,121,380,89.8,11.7,2103.0,88.0
1510,663804,"Kowar, Jackson",1510,100,0.33,0.229,0.389,0.559,0.419,0.368,0.28,104,315,89.6,12.7,2263.0,90.5
1510,669270,"Kuhnel, Joel",1510,100,0.278,0.173,0.313,0.451,0.336,0.311,0.247,103,370,89.1,7.4,2162.0,92.2
1509,657649,"Koenig, Jared",1509,100,0.242,0.112,0.288,0.354,0.297,0.314,0.245,86,356,87.9,10.9,2239.0,88.7
1509,650530,"Garcia, Bryan",1509,100,0.26,0.17,0.286,0.43,0.346,0.373,0.275,89,342,89.3,14.6,2140.0,90.6
1508,608335,"Funkhouser, Kyle",1508,100,0.248,0.13,0.295,0.379,0.323,0.33,0.253,80,322,87.5,7.0,2168.0,92.3
1504,519263,"Schugel, A.J.",1504,100,0.25,0.129,0.296,0.379,0.299,0.324,0.26,89,356,89.6,9.6,2068.0,87.9
1504,676714,"Hughes, Brandon",1504,100,0.242,0.235,0.282,0.477,0.346,0.348,0.247,79,327,87.7,18.3,2346.0,88.2
1500,150009,"Ortiz, Ramon",1500,100,0.286,0.224,0.289,0.51,0.368,,,98,343,,,,86.4
1497,596720,"Neverauskas, Dovydas",1497,100,0.287,0.256,0.319,0.543,0.381,0.373,0.278,93,324,90.3,11.6,2427.0,91.7
1494,663992,"Lovelady, Richard",1494,100,0.259,0.167,0.304,0.427,0.323,0.304,0.23,90,347,88.3,9.2,2357.0,89.6
1494,457461,"White, Sean",1494,100,0.26,0.12,0.272,0.38,0.303,,,95,366,,,,91.3
1493,474039,"Beato, Pedro",1493,100,0.241,0.134,0.27,0.375,0.307,0.036,0.04,85,352,72.8,-35.0,1944.0,88.9
1492,571893,"Liberatore, Adam",1492,100,0.225,0.123,0.294,0.349,0.281,0.271,0.214,73,324,88.3,11.2,2046.0,90.2
1489,467856,"Monasterios, Carlos",1489,100,0.28,0.17,0.29,0.45,0.348,,,99,353,,,,86.1
1485,682610,"Muñoz, Roddery",1485,100,0.272,0.303,0.267,0.575,0.393,0.396,0.284,89,327,90.8,15.9,2235.0,91.6
1480,519294,"Smoker, Josh",1480,100,0.286,0.22,0.361,0.506,0.369,0.328,0.243,91,318,88.0,14.6,2121.0,89.4
1480,543155,"Fife, Stephen",1480,100,0.289,0.146,0.33,0.434,0.351,,,101,350,,,,85.6
1480,124805,"Ryan, B.J.",1480,100,0.236,0.156,0.281,0.392,0.327,,,68,288,,,,87.4
1478,449820,"Rosales, Leo",1478,100,0.272,0.157,0.3,0.43,0.33,,,97,356,,,,86.5
1477,596064,"Owens, Henry",1477,100,0.262,0.182,0.299,0.444,0.347,0.344,0.238,85,324,88.2,20.2,2035.0,84.0
1477,430587,"Buchholz, Taylor",1477,100,0.205,0.144,0.235,0.349,0.272,,,77,375,,,,87.2
1477,664129,"Hartlieb, Geoff",1477,100,0.296,0.194,0.352,0.49,0.381,0.358,0.265,93,314,89.1,8.5,2395.0,91.4
1473,643354,"Hart, Donnie",1473,100,0.275,0.11,0.306,0.384,0.319,0.31,0.249,95,346,86.1,7.7,2124.0,82.7
1472,676840,"Peacock, Matt",1472,100,0.302,0.18,0.321,0.482,0.354,0.315,0.267,119,394,89.5,2.4,2176.0,91.3
1471,676775,"Winn, Keaton",1471,100,0.252,0.208,0.283,0.46,0.332,0.344,0.262,92,365,91.8,5.8,1942.0,91.6
1469,656457,"Gilbert, Tyler",1469,100,0.242,0.187,0.258,0.429,0.314,0.352,0.273,84,347,88.3,16.2,2142.0,86.7
1467,435039,"Reyes, Anthony",1467,100,0.262,0.151,0.28,0.413,0.334,,,87,332,,,,86.3
1466,476011,"Maloney, Matt",1466,100,0.315,0.253,0.324,0.568,0.389,,,116,368,,,,83.6
1463,695243,"Miller, Mason",1463,100,0.175,0.096,0.267,0.271,0.241,0.234,0.16,53,303,86.9,21.2,2377.0,95.2
1461,451773,"De La Rosa, Dane",1461,100,0.241,0.086,0.297,0.327,0.287,,,76,315,,,,92.1
1460,445153,"Downs, Darin",1460,100,0.244,0.14,0.304,0.384,0.314,,,82,336,,,,87.1
1459,676092,"Snider, Collin",1459,100,0.271,0.145,0.32,0.416,0.334,0.338,0.273,90,332,86.6,9.4,2588.0,90.2
1458,641703,"Honeywell, Brent",1458,100,0.263,0.18,0.286,0.443,0.346,0.365,0.283,83,316,90.3,10.8,2121.0,89.1
1457,518863,"Jordan, Taylor",1457,100,0.296,0.105,0.331,0.401,0.328,0.382,0.325,113,382,90.7,8.2,1851.0,88.4
1456,594311,"Gustave, Jandel",1456,100,0.228,0.111,0.259,0.339,0.285,0.316,0.251,76,333,89.7,11.8,2370.0,93.1
1456,676051,"Heuer, Codi",1456,100,0.232,0.129,0.278,0.361,0.287,0.302,0.246,79,341,86.6,10.5,2285.0,92.7
1453,641447,"Castano, Daniel",1453,100,0.283,0.196,0.297,0.479,0.354,0.353,0.287,101,357,86.6,10.2,2226.0,85.3
1452,429981,"Corcoran, Roy",1452,100,0.263,0.085,0.291,0.348,0.321,,,90,342,,,,90.4
1451,579799,"Igarashi, Ryota",1451,100,0.278,0.151,0.347,0.43,0.362,,,81,291,,,,89.8
1451,457447,"Atilano, Luis",1451,100,0.282,0.188,0.29,0.469,0.351,,,96,341,,,,85.5
1450,657265,"Strzelecki, Peter",1450,100,0.232,0.119,0.296,0.35,0.294,0.309,0.238,72,311,87.8,14.3,2448.0,88.0
1449,669358,"Baz, Shane",1449,100,0.235,0.163,0.278,0.398,0.307,0.316,0.241,82,349,90.8,15.4,2407.0,91.0
1448,113833,"Embree, Alan",1448,100,0.264,0.17,0.302,0.435,0.339,,,87,329,,,,89.9
1448,680885,"Schwellenbach, Spencer",1448,100,0.228,0.16,0.294,0.387,0.287,0.275,0.224,80,351,87.1,10.4,2202.0,89.7
1447,669947,"Scholtens, Jesse",1447,100,0.292,0.166,0.313,0.458,0.349,0.339,0.273,100,343,89.1,13.9,2157.0,86.7
1447,467099,"Norberto, Jordan",1447,100,0.216,0.128,0.249,0.344,0.306,,,61,282,,,,90.6
1445,554432,"Jenkins, Chad",1445,100,0.256,0.156,0.271,0.413,0.313,0.315,0.2,100,390,89.5,26.6,2058.0,88.9
1444,407884,"Yates, Tyler",1444,100,0.262,0.143,0.312,0.405,0.338,,,86,328,,,,94.2
1434,462515,"Socolovich, Miguel",1434,100,0.237,0.163,0.273,0.401,0.303,0.288,0.229,80,337,86.6,14.7,1849.0,86.7
1432,666204,"Jiménez, Dany",1432,100,0.185,0.152,0.208,0.338,0.284,0.305,0.198,56,302,88.0,20.5,2267.0,86.2
1431,407901,"Sosa, Jorge",1431,100,0.297,0.196,0.312,0.492,0.368,,,97,327,,,,88.7
1429,466412,"Perdomo, Luis",1429,100,0.244,0.201,0.27,0.445,0.343,,,73,299,,,,90.7
1428,111492,"Brocail, Doug",1428,100,0.256,0.159,0.293,0.415,0.323,,,84,328,,,,89.1
1425,450527,"Hinshaw, Alex",1425,100,0.245,0.205,0.294,0.45,0.362,,,68,278,,,,88.1
1421,669711,"Weissert, Greg",1421,100,0.266,0.142,0.32,0.408,0.32,0.298,0.237,84,316,88.2,12.4,2378.0,88.7
1419,491688,"Del Rosario, Enerio",1419,100,0.324,0.109,0.362,0.434,0.369,,,110,339,,,,87.9
1417,462480,"Cruz, Rhiner",1417,100,0.296,0.178,0.335,0.475,0.373,0.31,0.238,93,314,88.3,7.8,2175.0,91.8
1409,457566,"Burke, Greg",1409,100,0.289,0.149,0.34,0.438,0.35,,,91,315,,,,87.0
1405,469690,"Marte, Victor",1405,100,0.307,0.212,0.338,0.519,0.393,,,106,345,,,,89.7
1405,623437,"Topa, Justin",1405,100,0.262,0.108,0.318,0.37,0.293,0.277,0.237,90,343,87.5,1.3,2269.0,90.8
1404,660261,"Fujinami, Shintaro",1404,100,0.242,0.162,0.3,0.404,0.332,0.335,0.24,73,302,90.4,13.9,1865.0,94.6
1404,276336,"Chacon, Shawn",1404,100,0.27,0.221,0.279,0.491,0.363,,,88,326,,,,85.9
1396,502130,"Runzler, Dan",1396,100,0.255,0.103,0.343,0.358,0.323,0.41,0.274,72,282,84.4,11.5,2200.0,92.6
1395,667297,"Nance, Tommy",1395,100,0.239,0.169,0.304,0.408,0.322,0.32,0.244,78,326,87.2,6.5,2565.0,90.1
1394,500903,"Villarreal, Brayan",1394,100,0.246,0.136,0.323,0.382,0.322,,,67,272,,,,94.7
1391,489002,"Johnson, Steve",1391,100,0.208,0.165,0.257,0.373,0.308,0.335,0.216,58,279,89.2,22.0,2179.0,84.9
1388,572089,"Rodríguez, Paco",1388,100,0.199,0.094,0.26,0.293,0.254,0.261,0.235,59,297,82.5,8.4,1908.0,85.0
1383,682120,"Herrin, Tim",1383,100,0.207,0.095,0.272,0.302,0.275,0.312,0.233,61,295,85.6,7.7,2346.0,89.4
1378,457422,"Dillard, Tim",1378,100,0.286,0.151,0.326,0.437,0.338,,,95,332,,,,84.3
1376,686826,"Jarvis, Bryce",1376,100,0.22,0.127,0.234,0.347,0.296,0.354,0.273,66,300,90.2,11.4,2241.0,90.8
1375,489295,"Schlitter, Brian",1375,100,0.306,0.116,0.343,0.422,0.347,0.309,0.249,100,327,88.1,2.1,2116.0,92.0
1371,607391,"Mazza, Chris",1371,100,0.29,0.161,0.339,0.452,0.356,0.368,0.29,90,310,87.2,15.7,2101.0,87.0
1364,680767,"Vodnik, Victor",1364,100,0.277,0.107,0.347,0.384,0.326,0.329,0.256,80,289,90.6,5.2,2183.0,94.0
1360,407783,"Geary, Geoff",1360,100,0.24,0.125,0.273,0.365,0.306,,,75,312,,,,87.7
1359,676395,"Garcia, Robert",1359,100,0.241,0.096,0.329,0.338,0.282,0.268,0.219,75,311,84.6,11.7,2089.0,90.6
1359,663941,"Beck, Tristan",1359,100,0.248,0.14,0.285,0.388,0.297,0.295,0.241,85,343,87.7,15.1,2340.0,88.3
1356,656578,"Jackson, Andre",1356,100,0.229,0.177,0.263,0.406,0.308,0.337,0.256,71,310,89.5,15.1,2076.0,89.7
1354,642758,"Acevedo, Domingo",1354,100,0.231,0.2,0.254,0.431,0.304,0.31,0.252,75,325,85.9,13.8,2055.0,89.2
1351,572703,"Bard, Luke",1351,100,0.219,0.182,0.236,0.401,0.3,0.342,0.259,65,297,88.0,18.6,2740.0,89.2
1343,346801,"Thomas, Brad",1343,100,0.305,0.127,0.321,0.432,0.351,,,94,308,,,,89.1
1342,429723,"Valdez, Merkin",1342,100,0.286,0.132,0.333,0.418,0.351,,,80,280,,,,93.5
1337,572125,"Selman, Sam",1337,100,0.208,0.167,0.237,0.375,0.304,0.309,0.218,55,264,85.3,21.6,2401.0,85.0
1336,668338,"Miller, Tyson",1336,100,0.22,0.148,0.246,0.368,0.293,0.329,0.253,67,304,87.2,17.2,2301.0,86.3
1334,665621,"García, Rony",1334,100,0.232,0.235,0.239,0.467,0.329,0.388,0.287,66,285,90.9,17.8,2244.0,89.0
1328,682051,"Hill, Garrett",1328,100,0.247,0.178,0.263,0.425,0.342,0.364,0.262,72,292,88.8,17.6,2195.0,87.9
1324,547001,"Poteet, Cody",1324,100,0.215,0.191,0.234,0.406,0.308,0.341,0.257,63,293,91.0,13.0,2400.0,89.0
1323,460092,"Leroux, Chris",1323,100,0.298,0.106,0.372,0.404,0.341,,,87,292,,,,89.7
1323,669438,"Englert, Mason",1323,100,0.284,0.243,0.301,0.527,0.364,0.377,0.301,90,317,90.2,15.2,2141.0,86.6
1321,642092,"Smith, Riley",1321,100,0.294,0.19,0.321,0.484,0.349,0.33,0.272,101,343,88.2,9.2,2195.0,89.0
1319,664350,"Sánchez, Sixto",1319,100,0.275,0.098,0.318,0.373,0.32,0.322,0.255,87,316,88.8,7.9,2090.0,90.7
1313,123415,"Torres, Salomon",1313,100,0.26,0.092,0.292,0.352,0.306,,,79,304,,,,90.1
1310,518445,"Bell, Chad",1310,100,0.325,0.202,0.38,0.527,0.391,0.377,0.296,95,292,89.2,8.6,2068.0,89.1
1307,113296,"Dessens, Elmer",1307,100,0.246,0.17,0.243,0.416,0.315,,,75,305,,,,86.5
1306,666277,"Soriano, George",1306,100,0.237,0.178,0.279,0.415,0.324,0.345,0.265,68,287,89.6,13.2,2319.0,89.1
1291,464416,"Pino, Yohan",1291,100,0.282,0.155,0.32,0.437,0.329,0.327,0.27,89,316,90.4,16.7,2361.0,85.5
1289,594760,"Blair, Aaron",1289,100,0.304,0.252,0.313,0.556,0.393,0.364,0.274,87,286,89.0,13.0,2003.0,87.2
1284,665620,"García, Deivi",1284,100,0.245,0.188,0.273,0.433,0.327,0.344,0.253,69,282,89.6,21.0,2298.0,87.6
1284,669387,"Mlodzinski, Carmen",1284,100,0.226,0.099,0.275,0.325,0.282,0.306,0.243,62,274,88.9,12.2,2352.0,91.7
1282,677161,"Kelly, Zack",1282,100,0.205,0.18,0.234,0.385,0.299,0.312,0.219,58,283,87.1,11.9,2367.0,88.7
1281,593619,"Tapia, Domingo",1281,100,0.245,0.128,0.291,0.374,0.318,0.308,0.237,67,273,89.2,10.5,2176.0,95.0
1280,669912,"Snead, Kirby",1280,100,0.297,0.147,0.347,0.443,0.355,0.339,0.275,89,300,87.4,9.6,2506.0,88.6
1280,607968,"Rucinski, Drew",1280,100,0.308,0.168,0.339,0.476,0.374,0.351,0.274,90,292,86.4,9.7,1953.0,88.8
1278,623470,"Newberry, Jake",1278,100,0.27,0.236,0.303,0.506,0.366,0.364,0.262,72,267,90.1,16.1,2415.0,88.7
1276,641490,"Crockett, Kyle",1276,100,0.274,0.115,0.35,0.389,0.316,0.326,0.272,79,288,89.3,7.5,1889.0,86.0
1275,425658,"Lopez, Aquilino",1275,100,0.277,0.174,0.308,0.452,0.327,,,86,310,,,,86.5
1272,600986,"Vieira, Thyago",1272,100,0.263,0.187,0.302,0.45,0.355,0.365,0.262,69,262,89.3,14.0,2238.0,94.0
1271,425561,"Waters, Chris",1271,100,0.263,0.19,0.265,0.453,0.348,,,79,300,,,,84.8
1269,502578,"Barrett, Aaron",1269,100,0.245,0.085,0.338,0.33,0.297,0.311,0.237,69,282,88.1,12.7,2044.0,90.9
1267,669084,"Hall, DL",1267,100,0.264,0.119,0.35,0.383,0.319,0.297,0.23,71,269,84.7,13.3,2254.0,89.5
1266,641394,"Brentz, Jake",1266,100,0.22,0.153,0.291,0.373,0.323,0.339,0.233,56,255,88.0,7.2,2176.0,92.8
1265,682171,"Murfee, Penn",1265,100,0.185,0.127,0.231,0.312,0.25,0.262,0.203,57,308,84.7,17.8,2444.0,83.9
1264,453264,"Veal, Donnie",1264,100,0.24,0.156,0.301,0.397,0.341,0.443,0.299,63,262,92.3,14.3,2163.0,87.2
1263,542866,"Adams, Austin",1263,100,0.294,0.229,0.328,0.523,0.374,0.356,0.268,91,310,91.0,11.8,2252.0,93.7
1261,622505,"Alcántara, Victor",1261,100,0.267,0.195,0.276,0.463,0.335,0.348,0.275,82,307,88.6,7.0,2018.0,92.1
1259,476594,"Stock, Robert",1259,100,0.273,0.11,0.353,0.383,0.334,0.307,0.228,77,282,88.1,10.1,2302.0,91.5
1259,622088,"Antone, Tejay",1259,100,0.162,0.12,0.222,0.282,0.252,0.278,0.183,42,259,87.0,11.2,2737.0,87.2
1259,667427,"Jackson, Zach",1259,100,0.197,0.064,0.31,0.262,0.273,0.294,0.195,46,233,86.6,22.4,2259.0,90.0
1258,456662,"Horst, Jeremy",1258,100,0.267,0.137,0.332,0.404,0.33,,,74,277,,,,86.7
1255,650496,"Mejía, J.C.",1255,100,0.3,0.228,0.34,0.528,0.39,0.38,0.299,80,267,90.8,6.0,2224.0,89.4
1254,666619,"Santos, Gregory",1254,100,0.264,0.089,0.335,0.354,0.302,0.29,0.25,83,314,88.9,2.5,2454.0,94.6
1250,679885,"Martinez, Justin",1250,100,0.23,0.088,0.33,0.318,0.293,0.294,0.225,63,274,85.7,1.3,1885.0,95.5
1249,640464,"Stewart, Kohl",1249,100,0.273,0.143,0.3,0.416,0.337,0.351,0.28,80,293,89.6,6.0,2181.0,89.0
1248,542609,"Burgos, Enrique",1248,100,0.255,0.145,0.343,0.4,0.324,0.335,0.256,65,255,89.3,15.4,2361.0,92.6
1248,456496,"Mateo, Marcos",1248,100,0.247,0.195,0.306,0.442,0.333,0.283,0.189,66,267,86.4,17.6,2210.0,90.4
1248,687792,"Herz, DJ",1248,100,0.232,0.154,0.303,0.386,0.303,0.288,0.216,63,272,88.8,17.4,2282.0,89.3
1242,669093,"Estrada, Jeremiah",1242,100,0.224,0.151,0.325,0.375,0.299,0.311,0.225,58,259,90.6,18.0,2132.0,93.0
1240,502011,"Claiborne, Preston",1240,100,0.276,0.159,0.321,0.434,0.329,0.381,0.296,80,290,93.9,15.7,2035.0,89.5
1239,622864,"Romero, Fernando",1239,100,0.287,0.145,0.341,0.433,0.347,0.335,0.258,79,275,88.6,9.4,2087.0,92.9
1239,542924,"Beliveau, Jeff",1239,100,0.275,0.205,0.319,0.481,0.361,0.379,0.283,71,258,90.3,16.8,2356.0,86.1
1239,607216,"Krehbiel, Joey",1239,100,0.222,0.185,0.237,0.407,0.304,0.306,0.232,61,275,87.0,14.0,2079.0,88.6
1238,502102,"Below, Duane",1238,100,0.279,0.114,0.298,0.393,0.31,,,83,298,,,,87.1
1238,670955,"Uceta, Edwin",1238,100,0.191,0.105,0.254,0.296,0.249,0.262,0.202,51,267,87.2,19.2,2308.0,89.7
1235,519381,"Venditte, Pat",1235,100,0.23,0.193,0.252,0.422,0.318,0.309,0.22,62,270,87.0,20.3,2593.0,78.7
1230,461848,"Miller, Jim",1230,100,0.24,0.181,0.268,0.421,0.333,,,61,254,,,,88.9
1224,407791,"Donnelly, Brendan",1224,100,0.263,0.154,0.301,0.417,0.346,,,68,259,,,,88.6
1223,641438,"Carle, Shane",1223,100,0.238,0.138,0.269,0.376,0.297,0.339,0.271,67,282,87.9,10.5,2134.0,89.8
1222,592254,"De León, José",1222,100,0.271,0.19,0.348,0.461,0.363,0.352,0.248,70,258,87.8,15.3,2082.0,89.0
